section_name,filename,human_ann1,human_ann2,human_ann3,human_ann4
Technology,HFO-TIKTOKDELAY-lmhq-articleLarge.jpg,The app was facing a Saturday deadline to change its ownership or face a ban in the United States.,The app was facing a Saturday deadline to change its ownership or face a ban in the United States.,Trump Extends Deadline for a TikTok Deal. Deadline For Deal On TikTok Is Extended,'An advertisement for TikTok in New York. The popular video app now has an additional 75 days to find a new owner. '
Technology,00tiktok-lobbying-qmpg-articleLarge.jpg,"With the court signaling it will release a decision on Friday, lobbyists for the app pushed lawmakers to shift course.","With the court signaling it will release a decision on Friday, lobbyists for the app pushed lawmakers to shift course.",TikTok Makes Last-Minute Push as Supreme Court Is Poised to Rule on Ban.,'TikTok’s lobbyists have swarmed Capitol Hill in recent days.'
Technology,00biz-trump-antitrust-1-pjvq-articleLarge.jpg,The Trump administration is continuing an aggressive effort to rein in the power of the biggest tech companies. Here’s what to know.,The Trump administration is continuing an aggressive effort to rein in the power of the biggest tech companies. Here’s what to know.,What to Know About Trump’s Antitrust Efforts Against Tech Giants. Behind Trump’s Moves Against Tech Giants,"'Last year, the Justice Department and the F.T.C., above, reached an agreement to divide up responsibility for investigating whether biggest players in artificial intelligence were violating antitrust laws. '"
Technology,25apple-trump-fzvp-articleLarge.jpg,The company said it was working to fix the problem after iPhone users began reporting the issue.,The company said it was working to fix the problem after iPhone users began reporting the issue.,Apple’s Dictation System Transcribes the Word ‘Racist’ as ‘Trump’. Text Feature From Apple Turns ‘Racist’ Into ‘Trump’,'An Apple spokeswoman blamed the issue on phonetic overlap between the two words.'
Technology,00roose-articleLarge.jpg,TikTok’s cultural footprint in America is huge. Why is its disappearance being met with a shrug?,TikTok’s cultural footprint in America is huge. Why is its disappearance being met with a shrug?,What if No One Misses TikTok?. What’s Missing In TikTok Ban? A Viral Protest.,''
Technology,00biz-deepseek-washington-articleLarge.jpg,China’s success in artificial intelligence has the Trump administration and lawmakers weighing rules and investigations to slow Beijing’s progress in the industry.,China’s success in artificial intelligence has the Trump administration and lawmakers weighing rules and investigations to slow Beijing’s progress in the industry.,"Washington Takes Aim at DeepSeek and Its American Chip Supplier, Nvidia. U.S. Targets DeepSeek And Its Chips  From Nvidia",''
Technology,00hfo-crypto-order-lkcw-articleLarge.jpg,The order signaled that the president intends to promote an industry that faced scrutiny during the Biden administration — and that he has a personal stake in.,The order signaled that the president intends to promote an industry that faced scrutiny during the Biden administration — and that he has a personal stake in.,Trump Issues Executive Order to Support the Growth of Cryptocurrencies.,"'President Trump at a Bitcoin conference in Nashville in July. Last week, he began selling a memecoin.'"
Technology,29meta-deepseek-meta-vhfg-articleLarge.jpg,The Silicon Valley giant was criticized for giving away its core A.I. technology two years ago for anyone to use. Now that bet is having an impact.,The Silicon Valley giant was criticized for giving away its core A.I. technology two years ago for anyone to use. Now that bet is having an impact.,"Meta Engineers See Vindication in DeepSeek’s Apparent Breakthrough. In DeepSeek, Meta Sees Vindication of A.I. Strategy",'Meta executives think a decision they made two years ago is leveling the A.I. playing field.'
Technology,TIKTOK-BUSINESS-1-fgwq-articleLarge.jpg,"While TikTok remains hugely popular in Brazil, Indonesia and other markets, its 170 million users in the United States are its most valuable.","While TikTok remains hugely popular in Brazil, Indonesia and other markets, its 170 million users in the United States are its most valuable.","U.S. Ban of TikTok Is Set to Deal a Major Blow to ByteDance, Its Chinese Owner. TikTok Ban Is Set to Deal Major Blow to ByteDance",'The Supreme Court last week heard oral arguments over the federal law to ban TikTok in the United States.'
Technology,CHINA-AI-vjfl-articleLarge.jpg,"The company built a cheaper, competitive chatbot with fewer high-end computer chips than U.S. behemoths like Google and OpenAI, showing the limits of chip export control.","The company built a cheaper, competitive chatbot with fewer high-end computer chips than U.S. behemoths like Google and OpenAI, showing the limits of chip export control.",How Chinese A.I. Start-Up DeepSeek Is Competing With Silicon Valley Giants. China Rivals A.I. Giants At Low Cost,"'DeepSeek’s engineers said they needed only about 2,000 specialized computer chips from the U.S. chipmaker Nvidia, in comparison to the as many as 16,000 chips needed by major American companies.'"
Technology,31DeepSeek-Disinfo-vktb-articleLarge.jpg,"Since the Chinese company’s chatbot surged in popularity, researchers have documented how its answers reflect China’s view of the world. Some of its responses amplify propaganda Beijing uses to discredit critics.","Since the Chinese company’s chatbot surged in popularity, researchers have documented how its answers reflect China’s view of the world. Some of its responses amplify propaganda Beijing uses to discredit critics.","DeepSeek’s Answers Include Chinese Propaganda, Researchers Say. Propaganda  Finds Home  On DeepSeek","'Like all Chinese companies, DeepSeek must abide by China’s strict government control and censorship online, which is intended to mute opposition to Communist Party leaders.'"
Arts,31icepeak-vbgq-articleLarge.jpg,"Before its members went into exile, Ic3peak was one of the most notorious musical acts in Russia. Now, it’s pivoting to a more gentle sound.","Before its members went into exile, Ic3peak was one of the most notorious musical acts in Russia. Now, it’s pivoting to a more gentle sound.",A Goth Band’s Journey From Screams to Whispers. Years of Screaming Led Them to a Whisper,"'Nikolay Kostylev and Nastya Kreslina of the Russian band IC3PEAK. Its new album, “Coming Home,” is shaped by the emotional and creative fallout of the war between Russia and Ukraine.'"
Arts,20tvpres-czlm-articleLarge.jpg,"Today’s political dramas have conspiracy, murder and supervolcanoes. But their conventional White House protocols and procedures might be the most disorienting aspects.","Today’s political dramas have conspiracy, murder and supervolcanoes. But their conventional White House protocols and procedures might be the most disorienting aspects.",The Sudden Weirdness of TV Presidents. Reality Strains Credibility Of Fiction,"'In “Paradise,” the president (James Marsden) faces global cataclysm and life in an underground city. But the show’s politics can seem as fanciful as its premise.'"
Arts,20inaugurtion-tv-zhtb-articleLarge.jpg,The president’s second inauguration began with somber pageantry and ended with a reality-TV document signing.,The president’s second inauguration began with somber pageantry and ended with a reality-TV document signing.,"Trump Returns, and So Does His TV Spectacle. Trump Returns, and So Does His Spectacle","'Donald J. Trump was sworn in as president on Monday, with cold weather resulting in a relatively intimate ceremony inside the Capitol Rotunda.'"
Arts,18cul-smithsonian-zwbg-articleLarge.jpg,"In a letter to Vice President JD Vance, four U.S. representatives on a committee that oversees the cultural institution urged him to reject President Trump’s push to reshape it.","In a letter to Vice President JD Vance, four U.S. representatives on a committee that oversees the cultural institution urged him to reject President Trump’s push to reshape it.",House Democrats Criticize Trump’s Smithsonian Order. Trump’s Plans for Smithsonian Draw Fire,"'“We now stand at the brink of seeing the Smithsonian at its worst: shaped solely by the views and ideology of one individual as a means of expanding his political power,” four Democratic representatives wrote in a letter to Vice President JD Vance.'"
Arts,00heirs-pissarro-vhcb-articleLarge.jpg,"The case involving a Pissarro is being sent back to federal court in California for review in light of a new state law, in a dispute between heirs and a Spanish museum.","The case involving a Pissarro is being sent back to federal court in California for review in light of a new state law, in a dispute between heirs and a Spanish museum.",Supreme Court Revives Long-Running Nazi Art Restitution Case. Supreme Court Revives a Nazi Art Case,"'“Rue Saint-Honoré Après-midi, Effet de Pluie” (“Rue Saint-Honoré in the Afternoon, Effect of Rain”), 1897, by Camille Pissarro, on display in Spain.'"
Arts,19CUL-TRUMP-HISTORY1-gwhv-articleLarge.jpg,"As the 250th anniversary of America’s independence approaches, the president is moving to put his stamp on how the nation’s story is told, in Washington and beyond.","As the 250th anniversary of America’s independence approaches, the president is moving to put his stamp on how the nation’s story is told, in Washington and beyond.","Trump’s American History Revolution. Trump Puts His Spin on 250 Years of U.S. History, to Historians’ Dismay","'President Trump and Melania Trump at Mount Rushmore on July 3, 2020, where the president delivered a speech decrying the vandalism of statues during racial justice protests.'"
Arts,00paolozampolli-01-vwhb-articleLarge.jpg,"Paolo Zampolli, a Trump appointee on the center’s board, wants the institution to host Valentino fashion shows, send art into space and open a marina and a Cipriani restaurant.","Paolo Zampolli, a Trump appointee on the center’s board, wants the institution to host Valentino fashion shows, send art into space and open a marina and a Cipriani restaurant.",Fashion? Rockets? Yachts? A Trump Ally Has Ideas for the Kennedy Center. Trump Ally Wants  Kennedy Center  To Be ‘Bankable’,'Paolo Zampolli has some unorthodox ideas for making the Kennedy Center a destination. '
Arts,28tetzlaff-bfkz-articleLarge.jpg,"Christian Tetzlaff said he was disturbed by the president’s embrace of Russia and other policies. “There seems to be a quietness or denial about what’s going on,” he said.","Christian Tetzlaff said he was disturbed by the president’s embrace of Russia and other policies. “There seems to be a quietness or denial about what’s going on,” he said.","Alarmed by Trump, a Renowned German Violinist Boycotts the U.S.. Alarmed by Trump,  Violinist Boycotts U.S.",'Christian Tetzlaff performing at Carnegie Hall in 2017. He has about 20 engagements in the United States each year.'
Arts,26tallchief-pvfc-articleLarge.jpg,"Widely considered America’s first prima ballerina, Tallchief is being celebrated by New York City Ballet, where she was a Balanchine muse, in her centennial year.","Widely considered America’s first prima ballerina, Tallchief is being celebrated by New York City Ballet, where she was a Balanchine muse, in her centennial year.","Maria Tallchief: Making Ballet American, Chapter 1. On Pointe Between Different Worlds","'Maria Tallchief in George Balanchine’s “Firebird,” a signature role, in a 1963 performance with New York City Ballet.'"
Arts,09kyiv-symphony-ckzf-articleLarge.jpg,The Kyiv Symphony’s players are building new lives as refugees in a German town. But they face shifting attitudes about migrants and an unending war.,The Kyiv Symphony’s players are building new lives as refugees in a German town. But they face shifting attitudes about migrants and an unending war.,"3 Years Into War, Ukrainian Musicians Ask, ‘Will We Ever Go Home?’. Musicians Hear the Call of Home","'Tetiana Martyniuk-Bahrii at home in Monheim am Rhein, where the Kyiv Symphony Orchestra has a two-year residency. “It’s a life, but I can’t say it’s a totally happy life,” she said. “Who knows what will be next?”'"
Arts,31cul-smithsonian-art-01-wkph-articleLarge.jpg,"His executive order faulted an exhibit which “promotes the view that race is not a biological reality but a social construct,” a widely held position in the scientific community.","His executive order faulted an exhibit which “promotes the view that race is not a biological reality but a social construct,” a widely held position in the scientific community.","Taking Aim at Smithsonian, Trump Wades Into Race and Biology. Trump Denounces Smithsonian Exhibition",'An executive order from President Trump criticized a sculpture exhibition at the Smithsonian American Art Museum in Washington.'
Arts,30trump-artscouncil-articleLarge.jpg,"The disbanding of the President’s Committee on the Arts and the Humanities came amid a flurry of executive orders touching on art, culture and history.","The disbanding of the President’s Committee on the Arts and the Humanities came amid a flurry of executive orders touching on art, culture and history.",Trump Dissolves Arts Committee Previously Restored by Biden. Trump Ends Arts Council He Criticized,'Lady Gaga and the producer Bruce Cohen recently served as co-chairs of the President’s Committee on the Arts and the Humanities.'
Arts,14Kukkapuro--mhvc-articleLarge.jpg,"A celebrated Finnish modernist, he designed a variety of furnishings but was best known for his seating, which, his company said, “almost every Finn has sat on.”","A celebrated Finnish modernist, he designed a variety of furnishings but was best known for his seating, which, his company said, “almost every Finn has sat on.”","Yrjo Kukkapuro, Who Made the Easiest of Easy Chairs, Dies at 91. Yrjo Kukkapuro, Made Chairs Most Every Finn  Has Sat On, Dies at 91","'The furniture designer Yrjo Kukkapuro with his Experiment chairs and coffee tables in the 1980s. An admirer described him as “playful with form and color, but always thinking about the user at the center.”'"
Arts,10trump-trial-sketch-cmkb-articleLarge.jpg,"A show by the artist Isabelle Brourman, who sketched the trials of Donald J. Trump, attracted figures from the art world, the media and some lawyers from his civil fraud trial.","A show by the artist Isabelle Brourman, who sketched the trials of Donald J. Trump, attracted figures from the art world, the media and some lawyers from his civil fraud trial.","On the Eve of Trump’s Sentencing, an Unusual Art Gallery Opening. Courtroom Sketches Draw Unusual Crowd","'The artist Isabelle Brourman, in a blue coat, poses for a selfie with Andrew Amer and Colleen Faherty, lawyers who helped New York’s attorney general argue Donald J. Trump’s civil fraud case, at the Will Shott Gallery in Manhattan.'"
Arts,04pritzker-prize-01-jbwl-articleLarge.jpg,"Liu, known for understated structures that respond to their surroundings, has been awarded the profession’s highest honor.","Liu, known for understated structures that respond to their surroundings, has been awarded the profession’s highest honor.",Chinese Architect Liu Jiakun Wins Pritzker Prize. Chinese Architect  Wins Pritzker Prize,"'“Liu Jiakun takes present realities and handles them to the point of offering a whole new scenario of daily life,” the Pritzker jury said in a statement.'"
Arts,14Fay--06-pkzf-articleLarge.jpg,"His artwork paid tribute to its surroundings, in New York City and elsewhere, rendering nature at an oversized scale that made it unmissable.","His artwork paid tribute to its surroundings, in New York City and elsewhere, rendering nature at an oversized scale that made it unmissable.","Ming Fay, 82, Who Made Magical Sculptures of the Natural World, Dies. Ming Fay, 82, Sculptor Who Made  Magic of the Natural World, Dies","'Ming Fay in his New York City loft in the 1990s. For more than 50 years, he made giant fruits, vegetables and other semi-imagined “hybrid” objects.'"
Arts,12TAN-ARCHIVE-01-ctbv-articleLarge.jpg,"The author of “The Joy Luck Club” once vowed to have her papers destroyed after her death. Now they are going to the University of California, Berkeley.","The author of “The Joy Luck Club” once vowed to have her papers destroyed after her death. Now they are going to the University of California, Berkeley.",Why Amy Tan Decided Not to Shred Her Archive. Author’s Archive Escapes Shredder,"'An undated photograph of Amy Tan, from her days in the literary-world supergroup the Rock Bottom Remainders.'"
Arts,25cul-trump-portrait-artist-articleLarge.jpg,A portrait of President Trump was removed from the Colorado Capitol after he criticized it as “truly the worst.” The woman who painted it said the incident had hurt her business.,A portrait of President Trump was removed from the Colorado Capitol after he criticized it as “truly the worst.” The woman who painted it said the incident had hurt her business.,The Artist Behind the Portrait Trump Hates Defends Her Work.,"'The portrait of President Trump, by Sarah Boardman, was removed from the Colorado State Capitol. '"
Arts,10CUL-NEH-HEROES-ckfp-articleLarge.jpg,"The National Endowment for the Humanities, which supports museums and historical sites, will redirect funds to the president’s planned patriotic sculpture garden.","The National Endowment for the Humanities, which supports museums and historical sites, will redirect funds to the president’s planned patriotic sculpture garden.",Canceled Humanities Grants to Help Pay for Trump’s ‘Garden of Heroes’. Humanities Grants Redirected to Trump’s Garden of Heroes,"'President Trump first proposed the Garden of Heroes in July 2020, shortly after a speech at Mount Rushmore.'"
Arts,03cul-monstrous-beauty-met-01-cmhz-articleLarge.jpg,"A show at the Met offers a feminist revision of Chinoiserie, a decorative style that swept through Europe in the age of empires and seeded stereotypes of Asian women.","A show at the Met offers a feminist revision of Chinoiserie, a decorative style that swept through Europe in the age of empires and seeded stereotypes of Asian women.",The ‘Monstrous Beauty’ of Pretty Porcelains. The Distasteful History of Pretty Porcelains,"'Five “translated vases” by the Korean artist Yeesookyung transform discarded porcelain to rethink ideas about Chinoiserie and its stereotypes. The works are on view at the Met exhibition “Monstrous Beauty: A Feminist Revision of Chinoiserie.""'"
Arts,06intl-wfzq-articleLarge.jpg,"New international series include an espionage thriller on Max, a horror comedy on Prime Video and a new Netflix adaptation of “The Leopard.”","New international series include an espionage thriller on Max, a horror comedy on Prime Video and a new Netflix adaptation of “The Leopard.”","Polish Spies, South Korean Zombies and a Sicilian Prince. New International TV Series to Stream Now","'Astrid Meloni, left, and Kim Rossi Stuart in “The Leopard,” based on the novel that was previously adapted into one of film’s greatest historical dramas.'"
Arts,29cul-smithsonian-explainer-articleLarge.jpg,The president’s order called for curbing the independence of the sprawling network of museums and urging it to promote “American greatness.”,The president’s order called for curbing the independence of the sprawling network of museums and urging it to promote “American greatness.”,What to Know About Trump’s Order Taking Aim at the Smithsonian.,"'The Smithsonian, whose headquarters are in a turreted red-sandstone building known as the Castle, operates independently, as a public-private partnership.'"
Arts,17historians-veto-mglq-articleLarge.jpg,"The American Historical Association’s council rejected a resolution condemning Israel’s actions in Gaza, which have destroyed much of the enclave’s educational system.","The American Historical Association’s council rejected a resolution condemning Israel’s actions in Gaza, which have destroyed much of the enclave’s educational system.",Leaders of Historians’ Group Veto Measure Condemning ‘Scholasticide’ in Gaza. Historians Debate Gaza ‘Scholasticide’,'The executive council of the American Historical Association said it had vetoed a member-approved resolution because the measure went beyond the organization’s mission.'
Arts,NETREBKO-17-zkcl-articleLarge.jpg,"The Russian singer, shunned over her past support of Vladimir V. Putin, made her first American appearance since 2019 at a gala for Palm Beach Opera.","The Russian singer, shunned over her past support of Vladimir V. Putin, made her first American appearance since 2019 at a gala for Palm Beach Opera.","At a Gilded Florida Resort, Anna Netrebko Tries U.S. Comeback.","'Anna Netrebko at the Breakers in Palm Beach, Fla., where she was the star attraction at the Palm Beach Opera’s gala on Monday night.'"
Arts,22sp-hkbasel-film-inyt-kmvc-articleLarge.jpg,"This year, the fair features the work of more than 30 filmmakers. The centerpiece is “Vampires in Space,” a mix of sci-fi and social commentary.","This year, the fair features the work of more than 30 filmmakers. The centerpiece is “Vampires in Space,” a mix of sci-fi and social commentary.","Art Basel Hong Kong’s Film Program Blends Facts, Fiction and Fantasy. Blending facts, fiction and fantasy","'“Vampires in Space,” by Isadora Neves Marques, is the only feature-length film in Art Basel Hong Kong’s film program, “In Space, It’s Always Night.” “It’s a dysfunctional family movie,” Marques said. “It’s true of my other films, too.” She added, “Science fiction and fantasy runs through my work.”'"
Arts,19cul-schiff-1-wclt-articleLarge.jpg,"Mr. Schiff, who has refused to play in Russia and his native Hungary because of strongman rule, said he was alarmed by President Trump’s “unbelievable bullying.”","Mr. Schiff, who has refused to play in Russia and his native Hungary because of strongman rule, said he was alarmed by President Trump’s “unbelievable bullying.”","Dismayed by Trump, the Star Pianist András Schiff Boycotts the U.S.. Pianist Boycotts The U.S.","'András Schiff, a towering figure in classical music, said that he had canceled his upcoming engagements in the United States.'"
Arts,20Watching-Gate-articleLarge.jpg,Office politics are global politics in this intense Polish series on Max.,Office politics are global politics in this intense Polish series on Max.,‘The Eastern Gate’ Is a Lean and Mean Spy Drama.,'Lena Gora in a scene from “The Eastern Gate.”'
Arts,00tangs-giving-hvfg-articleLarge.jpg,"With major gifts to leading arts institutions, Oscar L. Tang and Agnes Hsu‐Tang have recently landed in the center of New York cultural philanthropy.","With major gifts to leading arts institutions, Oscar L. Tang and Agnes Hsu‐Tang have recently landed in the center of New York cultural philanthropy.","The Tangs, New Donor Royalty, Step Into the Spotlight. New Donor Royalty Takes the Spotlight","'Oscar L. Tang and Agnes Hsu-Tang at David Geffen Hall, home of the New York Philharmonic. Devoted fans of classical music, they donated $40 million, the largest gift in the orchestra’s history, which jump-started the Dudamel era.'"
Arts,09latenight-articleLarge.jpg,"“I’d say he’s like a bull in a china shop, but at 104 percent, I can’t afford to say that,” Desi Lydic said of President Trump on “The Daily Show.”","“I’d say he’s like a bull in a china shop, but at 104 percent, I can’t afford to say that,” Desi Lydic said of President Trump on “The Daily Show.”",Late Night Frantically Tries to Keep Up With the Tariffs.,'Desi Lydic said President Trump’s tariffs were getting serious: “We’ll know exactly how serious once we ask China to do the math for us.”'
Arts,18cul-kennedy-center-vzwj-articleLarge.jpg,A recording of President Trump’s private remarks at a Kennedy Center board meeting shows that he mused about bestowing honors on dead celebrities and people from outside the arts.,A recording of President Trump’s private remarks at a Kennedy Center board meeting shows that he mused about bestowing honors on dead celebrities and people from outside the arts.,"Elvis, ‘Cats’ and Babe Ruth: Chairman Trump Reimagines the Kennedy Center. Elvis, ‘Cats’ and Ruth: Chairman Trump Reimagines Kennedy Center",'President Trump visited the Kennedy Center on Monday for the first time since he ousted its chairman and became chairman himself.'
Arts,10cul-netrebko-1-ljbt-articleLarge.jpg,"The star soprano, who lost work after Russia invaded Ukraine because of her past support of President Vladimir V. Putin of Russia, will return to the stage in Zurich and London.","The star soprano, who lost work after Russia invaded Ukraine because of her past support of President Vladimir V. Putin of Russia, will return to the stage in Zurich and London.",More European Opera Houses Welcome Back Anna Netrebko. A Shunned Soprano’s Welcome Expands,'Anna Netrebko is returning to more European opera companies. '
Arts,03cul-smirnova-04-jpkz-articleLarge.jpg,"The former Bolshoi star, the most high-profile dancer to leave Russia, is making a career at the Dutch National Ballet, where she is refining her intensity.","The former Bolshoi star, the most high-profile dancer to leave Russia, is making a career at the Dutch National Ballet, where she is refining her intensity.","Olga Smirnova, a da Vinci of Ballet, Settles Into a New Life, New Rep. A Big Leap From Russia: She Nailed It",''
Arts,17tvcol-residence-articleLarge.jpg,"A new murder-mystery series, starring Uzo Aduba, comes to Netflix, and Oscar-winning films come to streaming platforms.","A new murder-mystery series, starring Uzo Aduba, comes to Netflix, and Oscar-winning films come to streaming platforms.","‘The Residence,’ Plus 7 Things to Watch on TV this Week. This Week on TV",'Uzo Aduba in “The Residence.”'
Arts,19latenight-articleLarge.jpg,The “Tonight Show” host said President Trump had spent most of the call “trying to sell Putin a Cybertruck.”,The “Tonight Show” host said President Trump had spent most of the call “trying to sell Putin a Cybertruck.”,Jimmy Fallon Parodies Trump’s Podcast-Length Phone Call With Putin.,"'“Think of it as a mini-tank with a mind of its own,” said Jimmy Fallon (as President Trump trying to unload a Tesla on Vladimir Putin). '"
Arts,13cul-khovanshchina-01-hjqf-articleLarge.jpg,"Mussorgsky’s “Khovanshchina” has been added onto by Rimsky-Korsakov, Stravinsky and Shostakovich. Now, another composer gets to have his say.","Mussorgsky’s “Khovanshchina” has been added onto by Rimsky-Korsakov, Stravinsky and Shostakovich. Now, another composer gets to have his say.",An Unfinished Opera Is Finished in Time to Be Newly Resonant. A New Ending for an Unfinished Opera,"'Gerard McBurney, front, and Simon McBurney are collaborating on a new version of Mussorgsky’s “Khovanshchina” at the Salzburg Easter Festival.'"
Arts,12neh-1-hpfj-articleLarge.jpg,"Shelly C. Lowe, a scholar of higher education and the first Native American to lead the agency, was appointed by former President Joseph R. Biden Jr.","Shelly C. Lowe, a scholar of higher education and the first Native American to lead the agency, was appointed by former President Joseph R. Biden Jr.",Chair of National Endowment for the Humanities Leaves at Trump’s ‘Direction’. Head of Endowment Agency  Leaves at Trump’s ‘Direction’,'Shelly C. Lowe stepped down as chair of the National Endowment for the Humanities on Wednesday.'
Arts,14kennedy-center-scene-1-zmgw-articleLarge.jpg,"It’s still called the Kennedy Center. But after President Trump’s takeover, drag performers protested outside while audience members inside worried about what might be in store.","It’s still called the Kennedy Center. But after President Trump’s takeover, drag performers protested outside while audience members inside worried about what might be in store.","A Night at the Donald J. Trump Center for the Performing Arts. Last Call at the Kennedy Center: ‘Propaganda’ Is Out, ‘Cats’ Is (Possibly) In",'Patrons said that they were not sure what to expect now that President Trump has taken control of the Kennedy Center and made himself chairman. '
Arts,10kennedycenter1-tjqz-articleLarge.jpg,"The president also purged 18 board members appointed by former President Joseph R. Biden Jr., who were scrubbed from an official roster on the center’s website, along with the chairman, David M. Rubenstein.","The president also purged 18 board members appointed by former President Joseph R. Biden Jr., who were scrubbed from an official roster on the center’s website, along with the chairman, David M. Rubenstein.",Trump Names Loyalist Interim Leader of Kennedy Center as He Strengthens His Grip. Trump Grips The Reins On the Arts,'President Trump wants to make himself chairman of the Kennedy Center in Washington.'
Arts,22sp-hkbasel-interview-inyt-01-qbgz-articleLarge.jpg,A painter and a former journalist have teamed up to demonstrate the city’s shift from relative openness to tighter controls on freedoms of expression.,A painter and a former journalist have teamed up to demonstrate the city’s shift from relative openness to tighter controls on freedoms of expression.,An Exhibition About Old News Aims to Make Sense of a Changed Hong Kong. Putting old news into new perspective,"'Chow Chun Fai in his studio in Hong Kong earlier this month. He worked with Sharon Cheung, a former journalist, to create the exhibit “Interview the Interviewer II,” which will be shown at Art Basel Hong Kong. The painting behind him depicts the moment when Britain handed Hong Kong over to China in 1997.'"
Arts,16tiktok-notebook-lead-fkzt-articleLarge.jpg,"In their mass migration to the Chinese app RedNote, social media users make a gleeful mockery of the American government.","In their mass migration to the Chinese app RedNote, social media users make a gleeful mockery of the American government.","For TikTok Refugees, a Wry Welcome on a Chinese App. For TikTok Refugees, a Wry Welcome on a Chinese App","'One RedNote influencer in China posted a video responding to comments from new American users, most of them attempting to flirt with him.'"
Arts,22sp-hkbasel-lam-inyt-01-hwtq-articleLarge.jpg,"With Art Basel Hong Kong approaching, the gallerist discussed her thoughts on the city’s place in the Asian art world.","With Art Basel Hong Kong approaching, the gallerist discussed her thoughts on the city’s place in the Asian art world.",Want to Know About the Art Scene in Hong Kong? Talk to Pearl Lam.. She knows the Hong Kong art scene,"'Pearl Lam, a native-born Hong Kong gallerist, prides herself on discovering hidden talent across the globe.'"
Arts,11latenight-articleLarge.jpg,Jimmy Fallon said the good news is that “more powerful shower heads are on the way. Bad news: They’re all made in China.”,Jimmy Fallon said the good news is that “more powerful shower heads are on the way. Bad news: They’re all made in China.”,Late Night Taps Into Trump’s Preoccupation With Water Pressure.,"'“America was, like, ‘What are you doing in our 401(k)?’ And Trump was, like, ‘Stronger shower nozzles,’” Jimmy Fallon said on Thursday.'"
Arts,19SNL-RECAP-Pix-SUB-articleLarge.png,"The comic took his usual jabs at everyone and everything, then invited Americans, including the president-elect, to be their best, most compassionate selves.","The comic took his usual jabs at everyone and everything, then invited Americans, including the president-elect, to be their best, most compassionate selves.",Chappelle on ‘S.N.L.’: Nudging All of Us Toward Peaceful Change.,'Dave Chappelle unspooling his lengthy monologue on “Saturday Night Live.”'
Arts,12Gubaidulina--mcjb-articleLarge.jpg,"Blacklisted at home but finding acclaim abroad, she sought to bridge East and West, the sacred and the secular, in vivid, colorful compositions.","Blacklisted at home but finding acclaim abroad, she sought to bridge East and West, the sacred and the secular, in vivid, colorful compositions.","Sofia Gubaidulina, Composer Who Provoked Soviet Censors, Dies at 93. Sofia Gubaidulina, Composer Who Provoked Soviet Censors, Dies at 93","'Sofia Gubaidulina, 2021. She was part of a group of important composers in the Soviet Union, including Arvo Pärt, Alfred Schnittke and Edison Denisov, who found disfavor with the authorities but acclaim abroad.'"
Arts,04RATMANSKY-05-glmz-articleLarge.jpg,Alexei Ratmansky’s “Paquita” brings Marius Petipa’s 19th-century style to New York City Ballet through two lenses: his own and George Balanchine’s.,Alexei Ratmansky’s “Paquita” brings Marius Petipa’s 19th-century style to New York City Ballet through two lenses: his own and George Balanchine’s.,A New ‘Paquita’ Is an Echo Chamber of Ballet History. Opposites Are Aligned In History’s Echo Chamber,"'An onstage rehearsal of Alexei Ratmansky’s “Paquita,” which will have its premiere at New York City Ballet on Thursday.'"
Arts,09sp-design-ukraine-02-fzvm-articleLarge.jpg,"Founded seven years ago in Kyiv, GORN Ceramics has become an object lesson in survival.","Founded seven years ago in Kyiv, GORN Ceramics has become an object lesson in survival.",Showing Courage in Ukraine With Handfuls of Clay. Showing Courage in Handfuls of Clay,"'“Shadows,” clay-and-copper sculptures made by Yuriy Myrko, a co-founder of GORN Ceramics in Kyiv, Ukraine, for the annual Bouquet Kyiv Stage Festival.'"
Arts,04latenight-articleLarge.jpg,"“I don’t see you asking Elon Musk if he owns a suit,” Seth Meyers said of the reporter who questioned Ukraine’s president about his attire.","“I don’t see you asking Elon Musk if he owns a suit,” Seth Meyers said of the reporter who questioned Ukraine’s president about his attire.",Late Night Recaps Zelensky’s Casual Friday at the White House.,"'“People care about the cost of groceries and health care, not whether the president of Ukraine has ever been to a Men’s Wearhouse,” Seth Meyers said on Monday.'"
Arts,13latenight-articleLarge.jpg,"Elon Musk took his son to the Oval Office, so Jimmy Fallon saw no reason not to walk onstage with a child, too.","Elon Musk took his son to the Oval Office, so Jimmy Fallon saw no reason not to walk onstage with a child, too.",It’s Bring a Kid to Work Day on ‘The Tonight Show’.,'Jimmy Fallon on Wednesday with his Elon Musk-inspired black cap and a small child.'
Arts,27sp-museums-aiweiwei-01-fqjg-articleLarge.jpg,A show now at the Seattle Art Museum is the largest in the U.S. in the 40-year career of the renowned Chinese artist.,A show now at the Seattle Art Museum is the largest in the U.S. in the 40-year career of the renowned Chinese artist.,"In Seattle, a Deep Dive into the Provocative and Creative World of Ai Weiwei. Ai Weiwei, in Depth","'The exhibition “Ai, Rebel: The Art and Activism of Ai Weiwei” is on display at the Seattle Art Museum. Here his “Forever Bicycles,” which has 42 bicycles welded together, references how bicycles were once ubiquitous in Chinese cities.'"
